pow,sunshine,humdt,sunshine_humdt,temp_press,wnd_spd,visiblt,cloud2,pow_Y
0.21502890173410405,0.1,0.97727275,0.023143172,0.2589928,0.05769231,0.010943345,0.0,0.09479768786127168
0.3196531791907515,1.0,0.7159091,0.28794396,0.4208633,0.20192307,0.23964539,0.0,0.25086705202312143
0.37052023121387284,1.0,0.5909091,0.41227126,0.53237414,0.2596154,0.22579306,0.0,0.3393063583815029
0.4023121387283237,1.0,0.5113637,0.49138856,0.6043166,0.24038462,0.2622247,0.0,0.3895953757225434
0.4341040462427746,0.9,0.47727275,0.5247578,0.6366906,0.30769232,0.27178282,0.4,0.41213872832369947
0.39710982658959537,1.0,0.3977273,0.60441333,0.7230216,0.30769232,0.26319435,0.1,0.3624277456647399
0.31849710982658963,0.9,0.44318187,0.5586652,0.6726619,0.28846154,0.25432888,0.2,0.18612716763005782
0.2630057803468208,0.8,0.47727275,0.52421963,0.6366906,0.30769232,0.24726418,0.1,0.19421965317919077
0.13872832369942198,0.9,0.4545455,0.54736274,0.6582734,0.29807693,0.27676964,0.2,0.10115606936416185
0.009248554913294798,0.6,0.5227273,0.47793323,0.59352523,0.27884617,0.26374847,0.1,0.012716763005780347
0.0,0.5,0.5909091,0.40958017,0.53237414,0.20192307,0.2769082,0.1,0.0
0.0,0.2,0.5795455,0.419268,0.5467626,0.1826923,0.2769082,0.0,0.0
0.0,0.0,0.78409094,0.21474701,0.3956835,0.086538464,0.27178282,0.0,0.0
0.0,0.0,0.97727275,0.022604942,0.29496405,0.0,0.08533038,0.0,0.0
0.0011560693641618498,0.0,0.97727275,0.022604942,0.29496405,0.03846154,0.0735559,0.2,0.0
0.07225433526011561,0.1,0.97727275,0.023143172,0.29136688,0.009615385,0.08283696,0.1,0.0023121387283236996
0.20173410404624278,0.0,0.9431819,0.056512356,0.29856116,0.028846156,0.11774485,0.2,0.06242774566473989
0.3289017341040463,0.0,0.8636364,0.13562971,0.33093524,0.01923077,0.19476382,0.2,0.09826589595375723
0.4023121387283237,0.3,0.7727273,0.22766411,0.38129503,0.125,0.24172324,0.1,0.21213872832369943
0.4317919075144509,0.5,0.6477273,0.35306782,0.47841728,0.23076925,0.24172324,0.3,0.3595375722543353
0.4069364161849711,1.0,0.5795455,0.42357373,0.528777,0.25,0.23299627,0.1,0.44046242774566474
0.4115606936416185,0.9,0.5227273,0.47954792,0.58992803,0.27884617,0.25599116,0.1,0.15144508670520232
0.36127167630057805,0.9,0.48863637,0.51345533,0.6223022,0.2596154,0.24851088,0.1,0.05375722543352601
0.26358381502890177,0.8,0.4545455,0.5468245,0.6618705,0.1826923,0.25349772,0.2,0.05664739884393064
0.12138728323699423,1.0,0.4318182,0.5705059,0.68705046,0.29807693,0.26125503,0.2,0.023121387283236997
0.010982658959537574,1.0,0.53409094,0.46878362,0.57913667,0.14423077,0.27330658,0.3,0.004046242774566475
0.0,0.0,0.68181825,0.3164693,0.4460432,0.086538464,0.2557141,0.5,0.0
0.0,0.0,0.80681825,0.19214207,0.35971227,0.03846154,0.15015931,0.1,0.0
0.0,0.0,0.8863636,0.11302471,0.31654677,0.03846154,0.17038372,0.0,0.0
0.0,0.0,0.97727275,0.022604942,0.28057554,0.009615385,0.057902757,0.8,0.0
0.0,0.0,0.97727275,0.022604942,0.28057554,0.0,0.065383025,0.90000004,0.0
0.006936416184971098,0.0,0.97727275,0.022604942,0.2769784,0.0,0.04792908,0.90000004,0.010982658959537574
0.034682080924855495,0.0,0.9545455,0.045209885,0.28057554,0.03846154,0.10126057,0.3,0.06127167630057804
0.07283236994219654,0.0,0.8636364,0.13562971,0.32374096,0.03846154,0.17135338,0.4,0.08439306358381503
0.08901734104046244,0.2,0.78409094,0.21582341,0.37769789,0.067307696,0.22925614,0.5,0.11618497109826591
0.03063583815028902,0.0,0.72727275,0.27125943,0.41726616,0.14423077,0.22690125,0.90000004,0.1023121387283237
0.019653179190751446,0.0,0.67045456,0.32777178,0.46043167,0.067307696,0.23784459,0.90000004,0.10867052023121387
0.02716763005780347,0.0,0.75000006,0.24865448,0.39208627,0.01923077,0.22149883,0.3,0.1277456647398844
0.01907514450867052,0.0,0.8977274,0.10172224,0.2769785,0.03846154,0.10541627,0.1,0.17803468208092488
0.010982658959537574,0.0,0.97727275,0.022604942,0.21942444,0.09615385,0.049037263,0.6,0.09884393063583816
0.006358381502890174,0.0,0.97727275,0.022604942,0.2266187,0.048076924,0.03310708,0.90000004,0.10346820809248555
0.010982658959537574,0.0,0.97727275,0.022604942,0.23741004,0.067307696,0.02354897,0.2,0.05433526011560694
0.0,0.0,0.97727275,0.022604942,0.2517986,0.028846156,0.04058734,0.1,0.0005780346820809249
0.0,0.0,0.97727275,0.022604942,0.266187,0.05769231,0.06330517,0.3,0.0
0.0,0.0,0.97727275,0.022604942,0.27338126,0.05769231,0.11442029,0.0,0.0
0.0,0.0,0.97727275,0.022604942,0.27338126,0.0,0.013021195,0.8,0.0
0.0,0.0,0.97727275,0.022604942,0.2697842,0.0,0.016207231,0.3,0.0
0.003468208092485549,0.0,0.97727275,0.022604942,0.2697842,0.01923077,0.020917026,0.8,0.0028901734104046246
0.09479768786127168,0.0,0.97727275,0.022604942,0.2697842,0.086538464,0.03476936,0.90000004,0.03815028901734104
0.25086705202312143,0.0,0.97727275,0.022604942,0.26618707,0.01923077,0.035461977,0.90000004,0.06242774566473989
0.3393063583815029,0.0,0.97727275,0.022604942,0.26618707,0.028846156,0.02479568,0.6,0.2369942196531792
0.3895953757225434,0.0,0.97727275,0.022604942,0.26258993,0.0,0.02604239,0.1,0.3225433526011561
0.41213872832369947,0.0,0.97727275,0.022604942,0.2553957,0.067307696,0.03657016,0.4,0.17052023121387283
0.3624277456647399,0.0,0.97727275,0.022604942,0.24100725,0.067307696,0.1322898,0.4,0.23121387283236997
0.18612716763005782,0.0,0.9431819,0.056512356,0.2589928,0.028846156,0.16747473,0.90000004,0.11560693641618498
0.19421965317919077,0.0,0.909091,0.09041977,0.2769785,0.048076924,0.20792355,1.0,0.025433526011560695
0.10115606936416185,0.0,0.909091,0.09041977,0.27338126,0.009615385,0.23590526,1.0,0.011560693641618498
0.012716763005780347,0.0,0.9431819,0.056512356,0.24820139,0.028846156,0.16068709,1.0,0.0011560693641618498
0.0,0.0,0.9545455,0.045209885,0.24460432,0.03846154,0.11303505,1.0,0.0
0.0,0.0,0.97727275,0.022604942,0.23741004,0.067307696,0.048344646,1.0,0.0
0.0,0.0,0.97727275,0.022604942,0.23741004,0.0,0.0356005,1.0,0.0
0.0,0.0,0.97727275,0.022604942,0.23741004,0.0,0.04474304,1.0,0.0
0.0,0.0,0.97727275,0.022604942,0.23741004,0.125,0.03186037,1.0,0.0
0.0023121387283236996,0.0,0.97727275,0.022604942,0.23741004,0.07692308,0.013021195,0.7,0.004046242774566475
0.06242774566473989,0.0,0.97727275,0.022604942,0.23381299,0.11538462,0.037124258,1.0,0.1115606936416185
0.09826589595375723,0.0,0.97727275,0.022604942,0.2266187,0.048076924,0.016068708,1.0,0.28497109826589595
0.21213872832369943,0.0,0.97727275,0.022604942,0.2086331,0.01923077,0.20792355,0.4,0.3664739884393064
0.3595375722543353,0.0,0.97727275,0.022604942,0.21223024,0.05769231,0.20778503,1.0,0.37919075144508674
0.44046242774566474,0.0,0.97727275,0.022604942,0.21942444,0.23076925,0.023133399,1.0,0.4248554913294798
0.15144508670520232,0.0,0.97727275,0.022604942,0.2086331,0.028846156,0.24837236,0.1,0.40520231213872837
0.05375722543352601,0.2,0.875,0.12540364,0.25899285,0.13461539,0.2758,0.6,0.308092485549133
0.05664739884393064,0.0,0.8295455,0.16953713,0.30575544,0.21153846,0.2769082,0.2,0.22138728323699422
0.023121387283236997,0.0,0.85227275,0.14693213,0.29136688,0.21153846,0.2769082,0.8,0.02023121387283237
0.004046242774566475,0.0,0.85227275,0.14693213,0.29136688,0.10576923,0.2758,1.0,0.0017341040462427746
0.0,0.0,0.93181825,0.06781483,0.23381299,0.067307696,0.27538443,0.7,0.0
0.0,0.0,0.97727275,0.022604942,0.2086331,0.028846156,0.042942237,1.0,0.0
0.0,0.0,0.97727275,0.022604942,0.21942444,0.01923077,0.108048216,0.2,0.0
0.0,0.0,0.97727275,0.022604942,0.21942444,0.067307696,0.037539825,1.0,0.0
