ymdhms,sunshine,humdt,wnd_spd,visiblt,cloud2,cloud,grd_temprt,wnd_dir,dewpnt,steampressr,temprt,mincloud,rain,pressr,seapressr,snow
2020011907,0.0,77.0,2.4,798.0,5.0,10.0,-0.9,270.0,-3.6,4.7,-0.1,12.0,0.0,999.3,1020.0,0.0
2020011908,0.0,75.0,2.8,771.0,10.0,10.0,-0.4,250.0,-3.3,4.8,0.6,10.0,0.0,999.6,1020.3,0.0
2020011909,0.0,74.0,1.6,765.0,6.0,10.0,0.0,250.0,-2.9,4.9,1.2,8.0,0.0,999.8,1020.4,0.0
2020011910,0.0,68.0,0.6,757.0,1.0,10.0,0.6,200.0,-2.9,4.9,2.4,34.0,0.0,1000.2,1020.7,0.0
2020011911,0.0,65.0,2.4,615.0,7.0,10.0,1.4,270.0,-2.1,5.2,3.8,10.0,0.0,1000.4,1020.8,0.0
2020011912,0.2,65.0,3.5,455.0,8.0,8.0,3.4,290.0,-1.1,5.6,4.9,10.0,0.0,999.5,1019.9,0.0
2020011913,0.0,65.0,1.7,461.0,9.0,9.0,4.2,290.0,-1.0,5.7,5.0,8.0,0.0,998.5,1018.8,0.0
2020011914,0.0,68.0,3.1,437.0,9.0,9.0,4.1,320.0,-0.5,5.9,4.9,7.0,0.0,998.1,1018.4,0.0
2020011915,0.0,72.0,1.5,362.0,9.0,9.0,4.9,290.0,0.5,6.3,5.2,7.0,0.0,997.9,1018.2,0.0
2020011916,0.0,65.0,4.5,392.0,8.0,8.0,4.9,290.0,-0.3,6.0,5.7,9.0,0.0,998.0,1018.3,0.0
2020011917,0.0,61.0,3.0,387.0,5.0,5.0,3.0,290.0,-1.4,5.5,5.5,10.0,0.0,998.0,1018.3,0.0
2020011918,0.0,64.0,2.0,364.0,4.0,4.0,1.0,320.0,-1.2,5.6,5.0,11.0,0.0,998.3,1018.6,0.0
2020011919,0.0,65.0,3.1,322.0,0.0,0.0,0.3,290.0,-1.4,5.5,4.6,11.0,0.0,999.0,1019.4,0.0
2020011920,0.0,66.0,2.5,300.0,0.0,0.0,-0.5,290.0,-1.8,5.4,3.9,11.0,0.0,999.5,1019.9,0.0
2020012005,0.0,74.0,0.4,435.0,0.0,0.0,-0.6,0.0,-3.0,4.9,1.1,11.0,0.0,1000.4,1021.1,0.0
2020012006,0.0,64.0,2.0,587.0,0.0,0.0,-0.8,290.0,-4.0,4.5,2.1,11.0,0.0,1000.2,1020.8,0.0
2020012007,0.0,68.0,1.4,544.0,0.0,0.0,-1.5,290.0,-4.1,4.5,1.1,11.0,0.0,1001.0,1021.7,0.0
2020012008,0.0,81.0,0.8,363.0,0.0,0.0,-1.1,250.0,-4.1,4.5,-1.3,11.0,0.0,1001.1,1022.0,0.0
2020012009,0.1,80.0,0.2,379.0,4.0,4.0,-0.5,0.0,-2.7,5.0,0.3,11.0,0.0,1001.6,1022.4,0.0
2020012010,0.6,61.0,2.7,562.0,6.0,7.0,0.2,250.0,-2.7,5.0,4.1,12.0,0.0,1002.0,1022.4,0.0
2020012011,0.3,58.0,4.1,679.0,8.0,8.0,1.8,320.0,-3.1,4.9,4.4,11.0,0.0,1002.1,1022.5,0.0
2020012012,0.4,44.0,3.2,999.0,7.0,8.0,3.9,290.0,-5.3,4.1,6.0,14.0,0.0,1002.0,1022.3,0.0
2020012013,0.7,47.0,3.7,1159.0,9.0,9.0,6.3,340.0,-4.6,4.3,5.8,14.0,0.0,1001.3,1021.6,0.0
2020012014,0.5,49.0,4.3,1472.0,1.0,7.0,8.1,290.0,-3.5,4.7,6.4,14.0,0.0,1000.6,1020.8,0.0
2020012015,0.0,50.0,4.45,1369.25,0.75,9.0,6.25,297.5,-3.825,4.6,5.775,16.476190476190474,0.0,1000.975,1021.2249999999999,0.0
2020012016,0.0,51.0,4.6,1266.5,0.5,10.0,4.4,305.0,-4.15,4.5,5.15,18.952380952380953,0.0,1001.35,1021.65,0.0
2020012017,0.0,52.0,4.75,1163.75,0.25,4.0,2.55,312.5,-4.475,4.4,4.525,21.42857142857143,0.0,1001.725,1022.075,0.0
2020012018,0.1,53.0,4.9,1061.0,0.0,0.0,0.7,320.0,-4.8,4.3,3.9,23.904761904761905,0.0,1002.1,1022.5,0.0
2020012019,0.0,55.0,3.6,1005.0,0.0,0.0,-0.1,320.0,-4.6,4.3,3.6,26.38095238095238,0.0,1002.9,1023.4,0.0
2020012020,0.0,60.0,2.4,906.0,0.0,0.0,-0.9,320.0,-4.2,4.5,2.8,28.857142857142858,0.0,1003.7,1024.3,0.0
2020012105,0.0,61.0,1.1,1562.0,0.0,0.0,-2.8,290.0,-8.8,3.1,-2.3,31.333333333333336,0.0,1007.4,1028.5,0.0
2020012106,0.0,58.0,4.6,1637.0,0.0,0.0,-3.0,290.0,-9.2,3.0,-2.1,33.80952380952381,0.0,1007.7,1028.8,0.0
2020012107,0.0,57.0,3.7,1704.0,0.0,0.0,-3.3,290.0,-9.8,2.9,-2.5,36.285714285714285,0.0,1008.7,1029.8,0.0
2020012108,0.0,59.0,4.3,611.0,0.0,0.0,-3.2,290.0,-9.5,3.0,-2.6,38.76190476190476,0.0,1009.4,1030.5,0.0
2020012109,0.9,55.0,3.5,1373.0,0.0,0.0,-2.3,290.0,-9.4,3.0,-1.6,41.23809523809524,0.0,1009.8,1030.9,0.0
2020012110,1.0,46.0,1.9,1598.0,0.0,0.0,-1.3,290.0,-9.8,2.9,0.4,43.714285714285715,0.0,1009.7,1030.6,0.0
2020012111,1.0,37.0,1.6,1788.0,0.0,0.0,-0.3,200.0,-10.1,2.8,3.2,46.19047619047619,0.0,1009.8,1030.5,0.0
2020012112,1.0,27.0,1.7,1636.0,0.0,0.0,1.2,200.0,-12.1,2.4,5.4,48.66666666666667,0.0,1008.6,1029.1,0.0
2020012113,1.0,24.0,1.9,1767.0,0.0,0.0,4.8,140.0,-12.0,2.4,7.2,51.142857142857146,0.0,1007.4,1027.7,0.0
2020012114,1.0,21.0,2.9,1816.0,0.0,0.0,10.3,160.0,-12.7,2.3,8.4,53.61904761904762,0.0,1006.7,1026.9,0.0
2020012115,1.0,21.0,2.7,1675.0,0.0,0.0,12.2,180.0,-12.7,2.3,8.4,56.095238095238095,0.0,1006.7,1026.9,0.0
2020012116,1.0,21.0,2.7,1892.0,0.0,0.0,10.5,180.0,-13.0,2.3,8.0,58.57142857142857,0.0,1007.0,1027.2,0.0
2020012117,1.0,21.0,2.6,1859.0,0.0,0.0,3.8,180.0,-13.8,2.1,7.1,61.04761904761905,0.0,1007.4,1027.7,0.0
2020012118,0.1,32.0,0.4,1770.0,0.0,0.0,-0.2,0.0,-11.3,2.6,3.9,63.523809523809526,0.0,1008.2,1028.8,0.0
2020012119,0.0,48.0,0.4,1189.0,2.0,7.0,-0.4,0.0,-9.1,3.1,0.6,66.0,0.0,1008.9,1029.8,0.0
2020012120,0.0,55.0,0.1,834.0,7.0,8.0,-0.9,0.0,-8.7,3.2,-0.8,61.0,0.0,1009.2,1030.2,0.0
2020012205,0.0,64.0,0.1,1287.0,8.0,9.0,0.1,0.0,-5.3,4.1,0.7,9.0,0.0,1005.5,1026.3,0.0
2020012206,0.0,66.0,0.3,1146.0,0.0,0.0,0.1,0.0,-4.6,4.3,1.0,8.5,0.0,1005.0,1025.8,0.0
2020012207,0.0,72.0,0.3,1034.0,9.0,9.0,0.1,0.0,-3.4,4.8,1.0,8.0,0.0,1005.1,1025.9,0.0
2020012208,0.0,73.0,0.1,509.0,8.0,8.0,0.3,0.0,-2.8,5.0,1.5,8.0,0.0,1005.4,1026.1,0.0
2020012209,0.0,82.0,0.0,478.0,10.0,10.0,0.7,0.0,-1.5,5.5,1.2,9.0,0.0,1005.6,1026.4,0.0
2020012210,0.0,87.0,0.0,607.0,9.0,10.0,3.8,0.0,0.4,6.3,2.4,11.0,0.0,1005.1,1025.7,0.0
2020012211,0.0,85.0,0.2,950.0,5.0,10.0,3.9,0.0,1.0,6.6,3.3,6.0,0.0,1005.0,1025.6,0.0
2020012212,0.0,93.0,0.3,660.0,9.0,10.0,4.5,0.0,2.4,7.3,3.5,6.0,0.0,1004.4,1024.9,0.0
2020012213,0.0,97.0,0.1,192.0,10.0,10.0,5.0,0.0,3.5,7.8,4.0,5.0,0.0,1003.3,1023.8,0.0
2020012214,0.0,99.0,0.1,88.0,10.0,10.0,5.1,0.0,4.1,8.2,4.3,4.0,0.0,1001.9,1022.3,0.0
2020012215,0.0,100.0,0.3,36.0,10.0,10.0,5.1,0.0,4.7,8.5,4.8,3.0,1.6,1001.3,1021.7,0.0
2020012216,0.0,100.0,0.1,102.0,10.0,10.0,4.9,0.0,4.8,8.6,4.9,3.0,0.0,1001.1,1021.5,0.0
2020012217,0.0,100.0,0.0,59.0,6.0,10.0,4.7,0.0,4.9,8.7,5.0,3.5,0.0,1001.1,1021.5,0.0
2020012218,0.0,100.0,0.0,94.0,5.0,10.0,4.5,0.0,5.0,8.7,5.1,4.0,3.3,1000.9,1021.3,0.0
2020012219,0.0,100.0,0.1,26.0,10.0,10.0,4.5,0.0,4.9,8.7,5.0,4.0,0.0,1000.9,1021.3,0.0
2020012220,0.0,100.0,0.1,71.0,4.0,10.0,4.5,0.0,4.9,8.7,5.0,4.0,0.0,1000.8,1021.2,0.0
2020012305,0.0,100.0,0.1,33.0,2.0,2.0,4.9,0.0,5.4,9.0,5.5,2.5,0.0,998.7,1019.0,0.0
2020012306,0.0,100.0,2.3,464.0,8.0,8.0,5.1,290.0,5.7,9.2,5.8,1.0,1.9,999.1,1019.4,0.0
2020012307,0.0,100.0,1.3,255.0,0.0,0.0,5.2,290.0,6.2,9.5,6.3,1.5,0.0,999.8,1020.0,0.0
2020012308,0.0,99.0,0.6,418.0,5.0,5.0,5.3,90.0,5.9,9.3,6.1,2.0,0.0,999.9,1020.2,0.0
2020012309,0.0,100.0,0.3,510.0,9.0,9.0,6.0,0.0,6.5,9.7,6.6,3.0,0.1,1000.7,1020.9,0.0
2020012310,0.2,94.0,2.7,1323.0,3.0,7.0,7.4,290.0,6.6,9.7,7.6,2.0,0.0,1001.0,1021.1,0.0
2020012311,0.0,92.0,2.6,1276.0,9.0,9.0,9.9,270.0,7.2,10.2,8.5,3.0,0.0,1001.6,1021.7,0.0
2020012312,0.0,89.0,3.6,1258.0,9.0,9.0,10.5,270.0,6.9,9.9,8.7,3.0,0.0,1001.0,1021.0,0.0
2020012313,0.0,89.0,3.7,1153.0,10.0,10.0,10.2,320.0,7.0,10.0,8.8,3.0,0.0,1000.6,1020.6,0.0
2020012314,0.0,90.0,3.7,826.0,10.0,10.0,9.7,290.0,6.3,9.5,7.9,3.0,0.0,1000.5,1020.6,0.0
2020012315,0.0,90.0,2.6,923.0,10.0,10.0,9.8,290.0,6.5,9.7,8.1,3.0,0.0,1000.9,1021.0,0.0
2020012316,0.0,88.0,2.8,1215.0,10.0,10.0,9.0,290.0,6.2,9.5,8.1,4.0,0.0,1001.3,1021.4,0.0
2020012317,0.0,87.0,1.8,1432.0,9.0,9.0,8.4,270.0,6.2,9.5,8.3,5.0,0.0,1001.5,1021.6,0.0
2020012318,0.0,84.0,2.5,1510.0,10.0,10.0,7.6,270.0,5.8,9.2,8.4,6.0,0.0,1002.1,1022.2,0.0
2020012319,0.0,87.0,2.5,1266.0,0.0,10.0,6.4,290.0,5.7,9.2,7.8,35.5,0.0,1002.9,1023.1,0.0
2020012320,0.0,87.0,1.2,1120.0,9.0,10.0,5.6,320.0,4.9,8.7,7.0,65.0,0.0,1003.9,1024.1,0.0
2020012405,0.0,70.0,4.3,486.0,8.0,10.0,1.9,290.0,-0.6,5.8,4.3,67.0,0.0,1006.0,1026.5,0.0
2020012406,0.0,71.0,3.1,454.0,9.0,9.0,1.5,290.0,-0.9,5.7,3.8,63.0,0.0,1006.2,1026.7,0.0
2020012407,0.0,71.0,2.7,445.0,6.0,6.0,0.8,290.0,-1.4,5.5,3.3,58.0,0.0,1006.9,1027.5,0.0
2020012408,0.0,73.0,2.9,399.0,0.0,0.0,0.2,270.0,-1.3,5.6,3.0,58.22222222222222,0.0,1007.8,1028.4,0.0
2020012409,0.6,67.0,1.5,474.0,0.0,2.0,0.8,290.0,-1.6,5.4,3.9,58.44444444444444,0.0,1008.3,1028.9,0.0
2020012410,0.9,57.0,3.0,560.0,0.0,0.0,2.9,290.0,-1.7,5.4,6.1,58.666666666666664,0.0,1008.6,1029.0,0.0
2020012411,1.0,50.0,2.3,617.0,0.0,0.0,5.0,270.0,-1.3,5.6,8.5,58.888888888888886,0.0,1008.2,1028.4,0.0
2020012412,1.0,44.0,4.0,724.0,0.0,0.0,7.4,250.0,-1.8,5.4,9.9,59.111111111111114,0.0,1007.5,1027.6,0.0
2020012413,1.0,43.0,4.2,803.0,0.0,0.0,10.5,250.0,-0.7,5.8,11.4,59.333333333333336,0.0,1006.7,1026.7,0.0
2020012414,1.0,35.0,3.5,1039.0,0.0,5.0,11.8,250.0,-2.8,5.0,12.2,59.55555555555556,0.0,1006.2,1026.1,0.0
2020012415,0.6,35.0,2.8,1087.0,0.0,8.0,12.0,270.0,-2.6,5.0,12.4,59.77777777777778,0.0,1006.1,1026.0,0.0
2020012416,0.3,38.0,2.9,983.0,5.0,7.0,10.3,270.0,-2.0,5.3,11.8,60.0,0.0,1006.4,1026.3,0.0
2020012417,0.1,41.0,1.5,900.0,6.0,9.0,8.7,320.0,-1.8,5.4,10.9,47.0,0.0,1006.9,1026.9,0.0
2020012418,0.0,54.0,0.2,809.0,5.0,9.0,6.9,0.0,-0.3,6.0,8.4,46.0,0.0,1007.2,1027.4,0.0
2020012419,0.0,69.0,0.3,698.0,3.0,7.0,5.1,0.0,0.7,6.4,6.0,47.0,0.0,1007.9,1028.3,0.0
2020012420,0.0,76.0,0.3,463.0,1.0,7.0,3.8,0.0,0.2,6.2,4.1,70.0,0.0,1008.8,1029.4,0.0
2020012505,0.0,95.0,0.1,389.0,8.0,9.0,2.2,0.0,0.8,6.5,1.6,41.0,0.0,1008.6,1029.4,0.0
2020012506,0.0,96.0,0.0,380.0,5.0,10.0,2.2,0.0,1.0,6.6,1.6,41.0,0.0,1008.7,1029.5,0.0
2020012507,0.0,96.0,0.2,331.0,9.0,10.0,2.1,0.0,1.1,6.6,1.7,46.0,0.0,1008.7,1029.5,0.0
2020012508,0.0,97.0,0.2,254.0,4.0,8.0,2.1,0.0,1.0,6.6,1.5,40.0,0.0,1008.5,1029.3,0.0
2020012509,0.0,94.0,0.3,355.0,3.0,10.0,4.0,0.0,1.9,7.0,2.8,43.666666666666664,0.0,1008.6,1029.3,0.0
2020012510,0.0,88.0,0.0,450.0,0.0,10.0,5.4,0.0,2.6,7.4,4.5,47.333333333333336,0.0,1008.8,1029.3,0.0
2020012511,0.0,76.0,0.1,829.0,1.0,10.0,8.0,0.0,3.1,7.6,7.1,51.0,0.0,1008.8,1029.1,0.0
2020012512,0.0,65.0,0.9,1381.0,7.0,10.0,10.2,180.0,3.3,7.7,9.6,52.0,0.0,1008.2,1028.4,0.0
2020012513,0.0,62.0,1.7,1504.0,2.0,10.0,11.5,180.0,3.1,7.6,10.1,38.0,0.0,1007.3,1027.4,0.0
2020012514,0.0,60.0,1.3,1573.0,1.0,10.0,11.3,70.0,2.8,7.5,10.3,35.666666666666664,0.0,1006.5,1026.6,0.0
2020012515,0.0,62.0,2.5,1551.0,0.0,10.0,10.6,160.0,2.9,7.5,9.9,33.333333333333336,0.0,1006.4,1026.5,0.0
2020012516,0.0,63.0,2.0,1599.0,5.0,10.0,9.2,160.0,2.7,7.4,9.4,31.0,0.0,1006.4,1026.5,0.0
2020012517,0.0,65.0,1.4,1554.0,8.0,10.0,8.0,180.0,2.7,7.4,9.0,31.0,0.0,1006.4,1026.5,0.0
2020012518,0.0,69.0,0.6,1326.0,8.0,10.0,6.6,50.0,2.9,7.5,8.3,35.0,0.0,1006.6,1026.8,0.0
2020012519,0.0,80.0,0.6,959.0,6.0,10.0,5.6,230.0,3.0,7.6,6.3,47.0,0.0,1006.9,1027.3,0.0
2020012520,0.0,86.0,0.5,616.0,4.0,10.0,4.7,360.0,3.2,7.7,5.4,49.0,0.0,1006.5,1027.0,0.0
2020012605,0.0,100.0,0.4,257.0,9.0,9.0,2.2,0.0,1.8,7.0,1.9,53.0,0.0,1004.9,1025.6,0.0
2020012606,0.0,99.0,0.2,302.0,5.0,8.0,1.6,0.0,1.3,6.7,1.5,53.0,0.0,1005.3,1026.0,0.0
2020012607,0.0,100.0,0.5,275.0,6.0,9.0,1.4,90.0,1.1,6.6,1.2,54.0,0.0,1005.8,1026.6,0.0
2020012608,0.0,100.0,0.2,240.0,4.0,10.0,1.4,0.0,0.8,6.5,0.9,63.0,0.0,1005.4,1026.2,0.0
2020012609,0.0,100.0,0.0,211.0,4.0,5.0,2.2,0.0,1.5,6.8,1.6,61.4,0.0,1005.8,1026.5,0.0
2020012610,0.7,95.0,0.3,597.0,0.0,7.0,4.4,0.0,3.8,8.0,4.6,59.8,0.0,1005.3,1025.8,0.0
2020012611,1.0,68.0,1.5,1143.0,0.0,7.0,7.7,70.0,2.9,7.5,8.5,58.2,0.0,1005.5,1025.6,0.0
2020012612,0.0,52.0,1.9,1980.0,0.0,8.0,10.3,110.0,0.5,6.3,10.0,56.6,0.0,1004.7,1024.8,0.0
2020012613,0.0,48.0,2.8,1961.0,4.0,9.0,12.1,110.0,0.3,6.2,10.9,55.0,0.0,1003.7,1023.7,0.0
2020012614,0.3,47.0,1.6,1992.0,1.0,9.0,13.8,110.0,0.2,6.2,11.2,44.0,0.0,1003.2,1023.1,0.0
2020012615,0.0,51.0,2.3,1977.0,8.0,10.0,11.2,140.0,0.8,6.5,10.6,55.0,0.0,1002.6,1022.6,0.0
2020012616,0.0,55.0,2.6,1980.0,9.0,10.0,9.7,110.0,1.5,6.8,10.2,44.0,0.0,1002.6,1022.6,0.0
2020012617,0.0,59.0,1.6,1935.0,2.0,10.0,8.4,70.0,1.9,7.0,9.6,51.0,0.0,1002.5,1022.6,0.0
2020012618,0.0,61.0,1.3,1835.0,7.0,10.0,7.0,70.0,1.7,6.9,8.9,44.0,0.0,1002.6,1022.6,0.0
2020012619,0.0,60.0,1.8,1970.0,9.0,10.0,6.4,90.0,1.2,6.7,8.6,39.0,0.0,1002.9,1023.0,0.0
2020012620,0.0,57.0,4.0,2000.0,2.0,10.0,5.7,90.0,0.7,6.4,8.8,54.0,0.0,1001.9,1021.9,0.0
2020012705,0.0,90.0,0.9,1944.0,8.0,10.0,5.7,290.0,4.6,8.5,6.2,11.0,0.0,996.7,1016.9,0.0
2020012706,0.0,88.0,0.5,1889.0,10.0,10.0,5.7,360.0,4.8,8.6,6.7,10.0,1.2,995.3,1015.4,0.0
2020012707,0.0,93.0,1.6,2000.0,7.0,10.0,5.6,270.0,5.3,8.9,6.4,12.0,0.0,995.0,1015.1,0.0
2020012708,0.0,79.0,2.5,1987.0,10.0,10.0,5.7,70.0,4.1,8.2,7.6,11.0,0.0,995.5,1015.5,0.0
2020012709,0.0,95.0,1.0,1493.0,10.0,10.0,5.9,270.0,5.4,9.0,6.2,10.0,0.3,994.9,1015.0,0.0
2020012710,0.0,93.0,1.1,1277.0,10.0,10.0,6.3,270.0,5.3,8.9,6.4,10.0,0.0,994.2,1014.3,0.0
2020012711,0.0,95.0,1.5,1218.0,10.0,10.0,6.7,290.0,5.6,9.1,6.4,10.0,0.0,994.2,1014.3,0.0
2020012712,0.0,79.0,1.3,1778.0,10.0,10.0,7.2,160.0,3.7,8.0,7.2,10.0,2.0,993.2,1013.2,0.0
2020012713,0.0,94.0,0.9,926.0,10.0,10.0,7.4,270.0,5.4,9.0,6.4,10.0,0.0,992.9,1013.0,0.0
2020012714,0.0,90.0,1.0,1133.0,10.0,10.0,7.4,270.0,4.8,8.6,6.4,11.0,0.0,992.2,1012.3,0.0
2020012715,0.0,94.0,3.3,704.0,10.0,10.0,6.9,270.0,4.8,8.6,5.7,7.0,3.3,992.7,1012.8,0.0
2020012716,0.0,95.0,4.0,720.0,10.0,10.0,6.4,270.0,4.4,8.4,5.2,8.0,0.0,993.0,1013.2,0.0
2020012717,0.0,93.0,4.0,824.0,10.0,10.0,5.9,290.0,3.7,8.0,4.8,9.0,0.0,993.5,1013.7,0.0
2020012718,0.0,94.0,3.2,917.0,9.0,9.0,5.5,290.0,3.5,7.8,4.4,9.0,3.5,994.0,1014.2,0.0
2020012719,0.0,94.0,2.7,1193.0,9.0,9.0,5.1,290.0,3.4,7.8,4.3,10.0,0.0,994.9,1015.2,0.0
2020012720,0.0,94.0,2.6,2000.0,9.0,9.0,4.9,290.0,3.2,7.7,4.1,13.0,0.0,995.1,1015.4,0.0
2020012805,0.0,89.0,2.9,1571.0,5.0,5.0,3.2,270.0,2.1,7.1,3.8,23.0,0.0,994.8,1015.1,0.0
2020012806,0.0,88.0,2.9,1738.0,0.0,0.0,3.3,320.0,2.1,7.1,4.0,24.5,0.0,995.1,1015.4,0.0
2020012807,0.0,88.0,1.6,1653.0,2.0,2.0,3.1,320.0,1.9,7.0,3.8,26.0,0.0,995.4,1015.7,0.0
2020012808,0.0,88.0,1.0,1500.0,0.0,0.0,3.4,290.0,2.0,7.1,3.9,24.333333333333332,0.0,996.0,1016.3,0.0
2020012809,0.0,85.0,1.3,818.0,0.0,0.0,4.4,290.0,2.1,7.1,4.5,22.666666666666668,0.0,996.5,1016.8,0.0
2020012810,0.0,84.0,1.0,1735.0,9.0,10.0,6.1,290.0,2.9,7.5,5.4,21.0,0.0,996.6,1016.9,0.0
2020012811,0.0,80.0,2.2,1865.0,9.0,10.0,8.3,250.0,3.4,7.8,6.7,21.0,0.0,996.6,1016.7,0.0
2020012812,0.4,73.0,2.9,1880.0,9.0,9.0,10.9,250.0,4.1,8.2,8.7,21.0,0.0,996.0,1015.9,0.0
2020012813,0.8,50.0,1.2,1960.0,4.0,7.0,13.6,250.0,0.8,6.5,10.9,13.0,0.0,995.2,1015.0,0.0
2020012814,0.0,56.0,1.7,1993.0,1.0,9.0,12.8,250.0,2.2,7.2,10.7,16.0,0.0,994.9,1014.7,0.0
2020012815,0.0,56.0,1.5,1996.0,10.0,10.0,11.8,290.0,2.2,7.2,10.7,15.0,0.0,994.8,1014.6,0.0
2020012816,0.0,60.0,1.2,1933.0,9.0,9.0,10.5,230.0,2.8,7.5,10.3,16.0,0.0,995.0,1014.8,0.0
2020012817,0.0,67.0,0.7,1803.0,9.0,10.0,9.5,70.0,3.5,7.8,9.4,14.0,0.0,995.2,1015.1,0.0
2020012818,0.0,69.0,0.3,1245.0,10.0,10.0,8.5,0.0,3.4,7.8,8.8,12.0,0.0,995.7,1015.6,0.0
2020012819,0.0,83.0,0.2,1424.0,8.0,10.0,7.9,0.0,5.0,8.7,7.8,11.0,0.0,996.3,1016.3,0.0
2020012820,0.0,94.0,0.8,1847.0,7.0,7.0,7.4,250.0,5.7,9.2,6.7,10.0,0.0,996.5,1016.6,0.0
2020012905,0.0,100.0,0.0,56.0,7.0,4.0,5.8,0.0,4.9,8.7,5.0,7.75,0.0,995.4,1015.7,0.0
2020012906,0.0,100.0,0.2,18.0,7.0,10.0,5.8,0.0,4.8,8.6,4.9,5.5,0.0,995.4,1015.7,0.0
2020012907,0.0,100.0,0.6,136.0,7.0,9.0,5.3,270.0,4.7,8.5,4.8,3.25,0.0,995.2,1015.5,0.0
2020012908,0.0,100.0,1.8,349.0,4.0,5.0,5.2,270.0,4.9,8.7,5.0,1.0,0.0,995.3,1015.6,0.0
2020012909,0.0,100.0,0.4,334.0,8.0,10.0,6.6,0.0,5.4,9.0,5.5,2.0,0.0,995.6,1015.8,0.0
2020012910,0.0,100.0,0.5,495.0,9.0,9.0,7.1,70.0,5.8,9.2,5.9,2.0,0.0,995.6,1015.8,0.0
2020012911,0.0,94.0,0.3,637.0,8.0,9.0,9.5,0.0,5.8,9.2,6.8,2.0,0.0,995.3,1015.4,0.0
2020012912,0.0,93.0,0.1,510.0,8.0,8.0,9.3,0.0,5.6,9.1,6.7,2.0,0.3,994.7,1014.8,0.0
2020012913,0.0,89.0,1.3,900.0,1.0,10.0,11.7,110.0,5.7,9.2,7.5,6.0,0.0,993.9,1013.9,0.0
2020012914,0.0,89.0,1.2,751.0,9.0,10.0,9.2,180.0,4.8,8.6,6.5,4.0,0.0,993.2,1013.3,0.0
2020012915,0.0,91.0,2.1,494.0,4.0,10.0,7.7,200.0,4.5,8.4,5.9,2.0,2.6,993.2,1013.3,0.0
2020012916,0.0,98.0,0.6,364.0,7.0,10.0,7.3,360.0,4.6,8.5,4.9,6.0,0.0,993.3,1013.5,0.0
2020012917,0.0,98.0,0.8,420.0,7.0,9.0,7.2,90.0,4.6,8.5,4.9,3.0,0.0,993.0,1013.2,0.0
2020012918,0.0,98.0,1.5,443.0,7.0,10.0,6.7,320.0,4.5,8.4,4.8,4.0,5.2,993.6,1013.8,0.0
2020012919,0.0,96.0,1.8,898.0,9.0,9.0,5.8,50.0,3.1,7.6,3.7,7.0,0.0,994.0,1014.3,0.0
2020012920,0.0,98.0,0.6,655.0,2.0,9.0,5.6,290.0,3.4,7.8,3.7,10.0,0.0,993.9,1014.2,0.0
2020013005,0.0,89.0,1.1,696.0,8.0,9.0,3.9,270.0,1.9,7.0,3.6,18.0,0.0,992.5,1012.8,0.0
2020013006,0.0,87.0,3.5,692.0,2.0,10.0,3.8,290.0,1.6,6.9,3.6,5.0,0.0,992.5,1012.8,0.0
2020013007,0.0,87.0,2.8,690.0,6.0,10.0,3.6,290.0,1.5,6.8,3.5,6.0,0.0,992.9,1013.2,0.0
2020013008,0.0,87.0,3.7,683.0,3.0,3.0,3.1,290.0,1.2,6.7,3.2,6.0,0.0,993.3,1013.6,0.0
2020013009,0.0,86.0,3.0,706.0,9.0,9.0,3.6,290.0,1.4,6.8,3.6,6.0,0.0,993.6,1013.9,0.0
2020013010,0.5,79.0,2.0,766.0,8.0,8.0,5.1,320.0,1.8,7.0,5.2,6.0,0.0,993.8,1014.0,0.0
2020013011,0.5,72.0,3.4,891.0,5.0,7.0,7.4,290.0,1.4,6.8,6.1,6.0,0.0,993.8,1013.9,0.0
2020013012,0.4,66.0,3.0,1164.0,6.0,6.0,8.6,320.0,1.1,6.6,7.1,9.0,0.0,993.5,1013.5,0.0
2020013013,0.3,58.0,3.0,1216.0,7.0,7.0,9.3,290.0,-0.3,6.0,7.4,11.0,0.0,993.0,1013.0,0.0
2020013014,0.1,61.0,3.9,1184.0,7.0,9.0,9.7,290.0,0.4,6.3,7.5,12.0,0.0,992.8,1012.8,0.0
2020013015,0.7,55.0,4.4,1182.0,1.0,8.0,13.6,290.0,0.1,6.2,8.7,12.0,0.0,992.7,1012.6,0.0
2020013016,0.4,53.0,3.6,1331.0,4.0,9.0,10.3,290.0,-0.8,5.8,8.2,13.0,0.0,992.9,1012.8,0.0
2020013017,0.5,55.0,2.8,1188.0,2.0,8.0,7.7,290.0,-1.0,5.7,7.4,16.0,0.0,993.4,1013.4,0.0
2020013018,0.1,64.0,3.2,1205.0,1.0,7.0,5.4,290.0,0.0,6.1,6.3,15.0,0.0,993.9,1014.0,0.0
2020013019,0.0,73.0,2.9,950.0,0.0,0.0,4.0,290.0,0.5,6.3,5.0,15.25,0.0,994.9,1015.2,0.0
2020013020,0.0,76.0,3.5,800.0,0.0,0.0,3.3,290.0,0.7,6.4,4.6,15.5,0.0,995.4,1015.7,0.0
2020013105,0.0,99.0,0.3,129.0,0.0,0.0,0.2,0.0,-1.3,5.6,-1.2,15.75,0.0,997.1,1017.9,0.0
2020013106,0.0,98.0,1.7,214.0,3.0,7.0,0.5,250.0,-0.9,5.7,-0.7,16.0,0.0,997.0,1017.7,0.0
